dataset,detector,policy,options,length,ability,mechanism,sheet_i,has_shift,accepted,matched,outcome,confidence,brier,mse,naive_score,true_score,final_score,at_stake,saved,withheld,unearned
metrics,gated,metrics,ABCDE,90,0.7,deferred,1,1,0,0,FN,,,,50,72,50,22,0,22,0
metrics,gated,metrics,ABCDE,90,0.7,deferred,2,1,0,0,FN,,,,54,68,54,14,0,14,0
metrics,gated,metrics,ABCDE,90,0.7,deferred,3,1,0,0,FN,,,,51,72,51,21,0,21,0
metrics,gated,metrics,ABCDE,90,0.7,deferred,4,1,0,0,FN,,,,30,47,30,17,0,17,0
metrics,gated,metrics,ABCDE,90,0.7,deferred,5,1,0,0,FN,,,,35,68,35,33,0,33,0
metrics,gated,metrics,ABCDE,90,0.7,deferred,6,1,0,0,FN,,,,33,44,33,11,0,11,0
metrics,gated,metrics,ABCDE,90,0.7,deferred,7,1,0,0,FN,,,,40,47,40,7,0,7,0
metrics,gated,metrics,ABCDE,90,0.7,isolated,0,1,0,0,FN,,,,52,53,52,1,0,1,0
metrics,gated,metrics,ABCDE,90,0.7,isolated,1,1,0,0,FN,,,,61,63,61,2,0,2,0
metrics,gated,metrics,ABCDE,90,0.7,isolated,2,1,0,0,FN,,,,53,52,53,0,0,0,1
metrics,gated,metrics,ABCDE,90,0.7,isolated,3,1,0,0,FN,,,,40,39,40,0,0,0,1
metrics,gated,metrics,ABCDE,90,0.7,isolated,4,1,0,0,FN,,,,50,51,50,1,0,1,0
metrics,gated,metrics,ABCDE,90,0.7,isolated,5,1,0,0,FN,,,,41,42,41,1,0,1,0
metrics,gated,metrics,ABCDE,90,0.7,isolated,6,1,0,0,FN,,,,60,60,60,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,isolated,7,1,0,0,FN,,,,54,54,54,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_1,0,1,0,0,FN,,,,47,64,47,17,0,17,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_1,1,1,0,0,FN,,,,52,66,52,14,0,14,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_1,2,1,0,0,FN,,,,67,69,67,2,0,2,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_1,3,1,0,0,FN,,,,29,53,29,24,0,24,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_1,4,1,0,0,FN,,,,35,44,35,9,0,9,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_1,5,1,0,0,FN,,,,22,53,22,31,0,31,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_1,6,1,0,0,FN,,,,31,67,31,36,0,36,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_1,7,1,0,0,FN,,,,52,64,52,12,0,12,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_2,0,1,0,0,FN,,,,45,54,45,9,0,9,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_2,1,1,0,0,FN,,,,23,75,23,52,0,52,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_2,2,1,0,0,FN,,,,38,50,38,12,0,12,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_2,3,1,0,0,FN,,,,28,57,28,29,0,29,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_2,4,1,0,0,FN,,,,21,22,21,1,0,1,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_2,5,1,0,0,FN,,,,43,67,43,24,0,24,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_2,6,1,0,0,FN,,,,43,65,43,22,0,22,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_blank_2,7,1,0,0,FN,,,,41,51,41,10,0,10,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_1,0,1,0,0,FN,,,,30,51,30,21,0,21,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_1,1,1,0,0,FN,,,,54,62,54,8,0,8,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_1,2,1,0,0,FN,,,,21,40,21,19,0,19,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_1,3,1,0,0,FN,,,,55,61,55,6,0,6,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_1,4,1,0,0,FN,,,,56,59,56,3,0,3,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_1,5,1,0,0,FN,,,,16,20,16,4,0,4,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_1,6,1,0,0,FN,,,,54,54,54,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_1,7,1,0,0,FN,,,,52,58,52,6,0,6,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_2,0,1,0,0,FN,,,,51,65,51,14,0,14,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_2,1,1,0,0,FN,,,,51,63,51,12,0,12,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_2,2,1,0,0,FN,,,,36,61,36,25,0,25,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_2,3,1,0,0,FN,,,,24,71,24,47,0,47,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_2,4,1,0,0,FN,,,,55,64,55,9,0,9,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_2,5,1,0,0,FN,,,,55,57,55,2,0,2,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_2,6,1,0,0,FN,,,,45,53,45,8,0,8,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_row_delete_2,7,1,0,0,FN,,,,55,70,55,15,0,15,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_1,0,0,0,0,TN,,,,63,63,63,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_1,1,0,0,0,TN,,,,55,55,55,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_1,2,0,0,0,TN,,,,44,44,44,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_1,3,0,0,0,TN,,,,58,58,58,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_1,4,0,0,0,TN,,,,63,63,63,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_1,5,0,0,0,TN,,,,68,68,68,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_1,6,0,0,0,TN,,,,65,65,65,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_1,7,0,0,0,TN,,,,57,57,57,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_4,0,0,0,0,TN,,,,12,12,12,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_4,1,0,0,0,TN,,,,62,62,62,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_4,2,0,0,0,TN,,,,18,18,18,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_4,3,0,0,0,TN,,,,64,64,64,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_4,4,0,0,0,TN,,,,40,40,40,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_4,5,0,0,0,TN,,,,54,54,54,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_4,6,0,0,0,TN,,,,64,64,64,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_misread_4,7,0,0,0,TN,,,,57,57,57,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_1,0,0,0,0,TN,,,,68,68,68,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_1,1,0,0,0,TN,,,,21,21,21,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_1,2,0,0,0,TN,,,,54,54,54,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_1,3,0,0,0,TN,,,,46,46,46,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_1,4,0,0,0,TN,,,,67,67,67,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_1,5,0,0,0,TN,,,,51,51,51,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_1,6,0,0,0,TN,,,,52,52,52,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_1,7,0,0,0,TN,,,,38,38,38,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_4,0,0,0,0,TN,,,,55,55,55,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_4,1,0,0,0,TN,,,,52,52,52,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_4,2,0,0,0,TN,,,,15,15,15,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_4,3,0,0,0,TN,,,,57,57,57,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_4,4,0,0,0,TN,,,,10,10,10,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_4,5,0,0,0,TN,,,,56,56,56,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_4,6,0,0,0,TN,,,,60,60,60,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_faint_4,7,0,0,0,TN,,,,55,55,55,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_double_4,0,0,0,0,TN,,,,19,19,19,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_double_4,1,0,0,0,TN,,,,63,63,63,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_double_4,2,0,0,0,TN,,,,64,64,64,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_double_4,3,0,0,0,TN,,,,40,40,40,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_double_4,4,0,0,0,TN,,,,20,20,20,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_double_4,5,0,0,0,TN,,,,66,66,66,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_double_4,6,0,0,0,TN,,,,61,61,61,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,scanner_double_4,7,0,0,0,TN,,,,39,39,39,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_long_runs,0,0,0,0,TN,,,,12,12,12,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_long_runs,1,0,0,0,TN,,,,20,20,20,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_long_runs,2,0,0,0,TN,,,,12,12,12,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_long_runs,3,0,0,0,TN,,,,21,21,21,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_long_runs,4,0,0,0,TN,,,,20,20,20,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_long_runs,5,0,0,0,TN,,,,29,29,29,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_long_runs,6,0,0,0,TN,,,,20,20,20,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_long_runs,7,0,0,0,TN,,,,13,13,13,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_favourite,0,0,0,0,TN,,,,56,56,56,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_favourite,1,0,0,0,TN,,,,56,56,56,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_favourite,2,0,0,0,TN,,,,56,56,56,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_favourite,3,0,0,0,TN,,,,57,57,57,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_favourite,4,0,0,0,TN,,,,55,55,55,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_favourite,5,0,0,0,TN,,,,53,53,53,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_favourite,6,0,0,0,TN,,,,56,56,56,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_favourite,7,0,0,0,TN,,,,67,67,67,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_easy_block,0,0,0,0,TN,,,,48,48,48,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_easy_block,1,0,0,0,TN,,,,53,53,53,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_easy_block,2,0,0,0,TN,,,,47,47,47,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_easy_block,3,0,0,0,TN,,,,44,44,44,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_easy_block,4,0,0,0,TN,,,,49,49,49,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_easy_block,5,0,0,0,TN,,,,48,48,48,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_easy_block,6,0,0,0,TN,,,,50,50,50,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_easy_block,7,0,0,0,TN,,,,46,46,46,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_key_leakage,0,1,0,0,FN,,,,16,88,16,72,0,72,0
metrics,gated,metrics,ABCDE,90,0.7,adv_key_leakage,1,1,0,0,FN,,,,20,89,20,69,0,69,0
metrics,gated,metrics,ABCDE,90,0.7,adv_key_leakage,2,1,0,0,FN,,,,18,89,18,71,0,71,0
metrics,gated,metrics,ABCDE,90,0.7,adv_key_leakage,3,1,0,0,FN,,,,19,89,19,70,0,70,0
metrics,gated,metrics,ABCDE,90,0.7,adv_key_leakage,4,1,0,0,FN,,,,15,89,15,74,0,74,0
metrics,gated,metrics,ABCDE,90,0.7,adv_key_leakage,5,1,0,0,FN,,,,23,88,23,65,0,65,0
metrics,gated,metrics,ABCDE,90,0.7,adv_key_leakage,6,1,0,0,FN,,,,21,88,21,67,0,67,0
metrics,gated,metrics,ABCDE,90,0.7,adv_key_leakage,7,1,0,0,FN,,,,22,88,22,66,0,66,0
metrics,gated,metrics,ABCDE,90,0.7,adv_cycle,0,0,0,0,TN,,,,22,22,22,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_cycle,1,0,0,0,TN,,,,14,14,14,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_cycle,2,0,0,0,TN,,,,18,18,18,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_cycle,3,0,0,0,TN,,,,20,20,20,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_cycle,4,0,0,0,TN,,,,17,17,17,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_cycle,5,0,0,0,TN,,,,16,16,16,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_cycle,6,0,0,0,TN,,,,16,16,16,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.7,adv_cycle,7,0,0,0,TN,,,,18,18,18,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,none,0,0,0,0,TN,,,,65,65,65,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,none,1,0,0,0,TN,,,,76,76,76,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,none,2,0,0,0,TN,,,,19,19,19,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,none,3,0,0,0,TN,,,,15,15,15,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,none,4,0,0,0,TN,,,,80,80,80,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,none,5,0,0,0,TN,,,,71,71,71,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,none,6,0,0,0,TN,,,,73,73,73,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,none,7,0,0,0,TN,,,,81,81,81,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_1,0,1,0,0,FN,,,,50,50,50,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_1,1,1,0,0,FN,,,,43,75,43,32,0,32,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_1,2,1,0,0,FN,,,,49,85,49,36,0,36,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_1,3,1,0,0,FN,,,,52,78,52,26,0,26,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_1,4,1,0,0,FN,,,,57,69,57,12,0,12,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_1,5,1,0,0,FN,,,,38,63,38,25,0,25,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_1,6,1,0,0,FN,,,,26,60,26,34,0,34,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_1,7,1,0,0,FN,,,,16,13,16,0,0,0,3
metrics,gated,metrics,ABCDE,90,0.85,row_skip_2,0,1,0,0,FN,,,,33,69,33,36,0,36,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_2,1,1,0,0,FN,,,,54,74,54,20,0,20,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_2,2,1,0,0,FN,,,,45,72,45,27,0,27,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_2,3,1,0,0,FN,,,,49,76,49,27,0,27,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_2,4,1,0,0,FN,,,,34,79,34,45,0,45,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_2,5,1,0,0,FN,,,,41,74,41,33,0,33,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_2,6,1,0,0,FN,,,,50,79,50,29,0,29,0
metrics,gated,metrics,ABCDE,90,0.85,row_skip_2,7,1,0,0,FN,,,,20,19,20,0,0,0,1
metrics,gated,metrics,ABCDE,90,0.85,early_full,0,1,0,0,FN,,,,20,70,20,50,0,50,0
metrics,gated,metrics,ABCDE,90,0.85,early_full,1,1,0,0,FN,,,,21,71,21,50,0,50,0
metrics,gated,metrics,ABCDE,90,0.85,early_full,2,1,0,0,FN,,,,27,78,27,51,0,51,0
metrics,gated,metrics,ABCDE,90,0.85,early_full,3,1,0,0,FN,,,,15,76,15,61,0,61,0
metrics,gated,metrics,ABCDE,90,0.85,early_full,4,1,0,0,FN,,,,15,60,15,45,0,45,0
metrics,gated,metrics,ABCDE,90,0.85,early_full,5,1,0,0,FN,,,,18,79,18,61,0,61,0
metrics,gated,metrics,ABCDE,90,0.85,early_full,6,1,0,0,FN,,,,21,65,21,44,0,44,0
metrics,gated,metrics,ABCDE,90,0.85,early_full,7,1,0,0,FN,,,,22,72,22,50,0,50,0
metrics,gated,metrics,ABCDE,90,0.85,boundary,0,1,0,0,FN,,,,70,74,70,4,0,4,0
metrics,gated,metrics,ABCDE,90,0.85,boundary,1,1,0,0,FN,,,,58,62,58,4,0,4,0
metrics,gated,metrics,ABCDE,90,0.85,boundary,2,1,0,0,FN,,,,46,75,46,29,0,29,0
metrics,gated,metrics,ABCDE,90,0.85,boundary,3,1,0,0,FN,,,,48,77,48,29,0,29,0
metrics,gated,metrics,ABCDE,90,0.85,boundary,4,1,0,0,FN,,,,67,70,67,3,0,3,0
metrics,gated,metrics,ABCDE,90,0.85,boundary,5,1,0,0,FN,,,,38,67,38,29,0,29,0
metrics,gated,metrics,ABCDE,90,0.85,boundary,6,1,0,0,FN,,,,42,79,42,37,0,37,0
metrics,gated,metrics,ABCDE,90,0.85,boundary,7,1,0,0,FN,,,,45,80,45,35,0,35,0
metrics,gated,metrics,ABCDE,90,0.85,short_local,0,1,0,0,FN,,,,49,52,49,3,0,3,0
metrics,gated,metrics,ABCDE,90,0.85,short_local,1,1,0,0,FN,,,,53,58,53,5,0,5,0
metrics,gated,metrics,ABCDE,90,0.85,short_local,2,1,0,0,FN,,,,69,74,69,5,0,5,0
metrics,gated,metrics,ABCDE,90,0.85,short_local,3,1,0,0,FN,,,,70,73,70,3,0,3,0
metrics,gated,metrics,ABCDE,90,0.85,short_local,4,1,0,0,FN,,,,58,63,58,5,0,5,0
metrics,gated,metrics,ABCDE,90,0.85,short_local,5,1,0,0,FN,,,,74,79,74,5,0,5,0
metrics,gated,metrics,ABCDE,90,0.85,short_local,6,1,0,0,FN,,,,73,76,73,3,0,3,0
metrics,gated,metrics,ABCDE,90,0.85,short_local,7,1,0,0,FN,,,,53,59,53,6,0,6,0
metrics,gated,metrics,ABCDE,90,0.85,whole_section,0,1,0,0,FN,,,,51,79,51,28,0,28,0
metrics,gated,metrics,ABCDE,90,0.85,whole_section,1,1,0,0,FN,,,,42,60,42,18,0,18,0
metrics,gated,metrics,ABCDE,90,0.85,whole_section,2,1,0,0,FN,,,,20,17,20,0,0,0,3
metrics,gated,metrics,ABCDE,90,0.85,whole_section,3,1,0,0,FN,,,,47,64,47,17,0,17,0
metrics,gated,metrics,ABCDE,90,0.85,whole_section,4,1,0,0,FN,,,,50,71,50,21,0,21,0
metrics,gated,metrics,ABCDE,90,0.85,whole_section,5,1,0,0,FN,,,,40,60,40,20,0,20,0
metrics,gated,metrics,ABCDE,90,0.85,whole_section,6,1,0,0,FN,,,,46,74,46,28,0,28,0
metrics,gated,metrics,ABCDE,90,0.85,whole_section,7,1,0,0,FN,,,,37,40,37,3,0,3,0
metrics,gated,metrics,ABCDE,90,0.85,anxiety,0,1,0,0,FN,,,,35,61,35,26,0,26,0
metrics,gated,metrics,ABCDE,90,0.85,anxiety,1,1,0,0,FN,,,,34,61,34,27,0,27,0
metrics,gated,metrics,ABCDE,90,0.85,anxiety,2,1,0,0,FN,,,,44,69,44,25,0,25,0
metrics,gated,metrics,ABCDE,90,0.85,anxiety,3,1,0,0,FN,,,,35,61,35,26,0,26,0
metrics,gated,metrics,ABCDE,90,0.85,anxiety,4,1,0,0,FN,,,,36,46,36,10,0,10,0
metrics,gated,metrics,ABCDE,90,0.85,anxiety,5,1,0,0,FN,,,,37,47,37,10,0,10,0
metrics,gated,metrics,ABCDE,90,0.85,anxiety,6,1,0,0,FN,,,,25,20,25,0,0,0,5
metrics,gated,metrics,ABCDE,90,0.85,anxiety,7,1,0,0,FN,,,,20,19,20,0,0,0,1
metrics,gated,metrics,ABCDE,90,0.85,double_shift,0,1,0,0,FN,,,,30,70,30,40,0,40,0
metrics,gated,metrics,ABCDE,90,0.85,double_shift,1,1,0,0,FN,,,,35,73,35,38,0,38,0
metrics,gated,metrics,ABCDE,90,0.85,double_shift,2,1,0,0,FN,,,,27,75,27,48,0,48,0
metrics,gated,metrics,ABCDE,90,0.85,double_shift,3,1,0,0,FN,,,,12,67,12,55,0,55,0
metrics,gated,metrics,ABCDE,90,0.85,double_shift,4,1,0,0,FN,,,,12,23,12,11,0,11,0
metrics,gated,metrics,ABCDE,90,0.85,double_shift,5,1,0,0,FN,,,,46,73,46,27,0,27,0
metrics,gated,metrics,ABCDE,90,0.85,double_shift,6,1,0,0,FN,,,,31,73,31,42,0,42,0
metrics,gated,metrics,ABCDE,90,0.85,double_shift,7,1,0,0,FN,,,,46,49,46,3,0,3,0
metrics,gated,metrics,ABCDE,90,0.85,self_corrected,0,1,0,0,FN,,,,61,70,61,9,0,9,0
metrics,gated,metrics,ABCDE,90,0.85,self_corrected,1,1,0,0,FN,,,,11,17,11,6,0,6,0
metrics,gated,metrics,ABCDE,90,0.85,self_corrected,2,1,0,0,FN,,,,13,17,13,4,0,4,0
metrics,gated,metrics,ABCDE,90,0.85,self_corrected,3,1,0,0,FN,,,,57,70,57,13,0,13,0
metrics,gated,metrics,ABCDE,90,0.85,self_corrected,4,1,0,0,FN,,,,50,61,50,11,0,11,0
metrics,gated,metrics,ABCDE,90,0.85,self_corrected,5,1,0,0,FN,,,,39,57,39,18,0,18,0
metrics,gated,metrics,ABCDE,90,0.85,self_corrected,6,1,0,0,FN,,,,44,55,44,11,0,11,0
metrics,gated,metrics,ABCDE,90,0.85,self_corrected,7,1,0,0,FN,,,,51,50,51,0,0,0,1
metrics,gated,metrics,ABCDE,90,0.85,deferred,0,1,0,0,FN,,,,33,50,33,17,0,17,0
metrics,gated,metrics,ABCDE,90,0.85,deferred,1,1,0,0,FN,,,,63,81,63,18,0,18,0
metrics,gated,metrics,ABCDE,90,0.85,deferred,2,1,0,0,FN,,,,25,67,25,42,0,42,0
metrics,gated,metrics,ABCDE,90,0.85,deferred,3,1,0,0,FN,,,,58,81,58,23,0,23,0
metrics,gated,metrics,ABCDE,90,0.85,deferred,4,1,0,0,FN,,,,34,75,34,41,0,41,0
metrics,gated,metrics,ABCDE,90,0.85,deferred,5,1,0,0,FN,,,,22,68,22,46,0,46,0
metrics,gated,metrics,ABCDE,90,0.85,deferred,6,1,0,0,FN,,,,52,80,52,28,0,28,0
metrics,gated,metrics,ABCDE,90,0.85,deferred,7,1,0,0,FN,,,,61,70,61,9,0,9,0
metrics,gated,metrics,ABCDE,90,0.85,isolated,0,1,0,0,FN,,,,64,66,64,2,0,2,0
metrics,gated,metrics,ABCDE,90,0.85,isolated,1,1,0,0,FN,,,,76,78,76,2,0,2,0
metrics,gated,metrics,ABCDE,90,0.85,isolated,2,1,0,0,FN,,,,47,47,47,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,isolated,3,1,0,0,FN,,,,61,61,61,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,isolated,4,1,0,0,FN,,,,63,64,63,1,0,1,0
metrics,gated,metrics,ABCDE,90,0.85,isolated,5,1,0,0,FN,,,,55,56,55,1,0,1,0
metrics,gated,metrics,ABCDE,90,0.85,isolated,6,1,0,0,FN,,,,76,76,76,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,isolated,7,1,0,0,FN,,,,75,77,75,2,0,2,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_1,0,1,0,0,FN,,,,41,73,41,32,0,32,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_1,1,1,0,0,FN,,,,21,73,21,52,0,52,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_1,2,1,0,0,FN,,,,56,75,56,19,0,19,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_1,3,1,0,0,FN,,,,47,82,47,35,0,35,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_1,4,1,0,0,FN,,,,16,15,16,0,0,0,1
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_1,5,1,0,0,FN,,,,54,60,54,6,0,6,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_1,6,1,0,0,FN,,,,44,44,44,0,0,0,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_1,7,1,0,0,FN,,,,20,71,20,51,0,51,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_2,0,1,0,0,FN,,,,22,81,22,59,0,59,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_2,1,1,0,0,FN,,,,31,58,31,27,0,27,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_2,2,1,0,0,FN,,,,16,23,16,7,0,7,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_2,3,1,0,0,FN,,,,61,74,61,13,0,13,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_2,4,1,0,0,FN,,,,57,74,57,17,0,17,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_2,5,1,0,0,FN,,,,19,21,19,2,0,2,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_2,6,1,0,0,FN,,,,24,52,24,28,0,28,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_blank_2,7,1,0,0,FN,,,,51,55,51,4,0,4,0
metrics,gated,metrics,ABCDE,90,0.85,scanner_row_delete_1,0,1,0,0,FN,,,,47,58,47,11,0,11,0
