dataset,detector,policy,options,length,ability,mechanism,n,n_target,n_clean,tp_correct,tp_wrongloc,fp,fn,tn,power,recall_all,fpr,fpr_ci_upper,brier,mse,recovery,at_stake,saved,saved_sheets,unearned
sweep,gated,conservative,ABCDE,100,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,conservative,ABCDE,100,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,147,0,8,4
sweep,gated,conservative,ABCDE,100,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,246,0,8,2
sweep,gated,conservative,ABCDE,100,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,75,0,8,0
sweep,gated,conservative,ABCDE,100,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,109,0,8,3
sweep,gated,conservative,ABCDE,100,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,92,0,8,0
sweep,gated,conservative,ABCDE,100,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,conservative,ABCDE,100,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,133,0,8,0
sweep,gated,conservative,ABCDE,100,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,245,0,8,1
sweep,gated,conservative,ABCDE,100,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,59,0,8,2
sweep,gated,conservative,ABCDE,100,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,139,0,8,0
sweep,gated,conservative,ABCDE,100,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,142,0,8,0
sweep,gated,conservative,ABCDE,150,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,conservative,ABCDE,150,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,223,0,8,3
sweep,gated,conservative,ABCDE,150,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,217,0,8,0
sweep,gated,conservative,ABCDE,150,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,47,0,8,2
sweep,gated,conservative,ABCDE,150,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,169,0,8,9
sweep,gated,conservative,ABCDE,150,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,170,0,8,0
sweep,gated,conservative,ABCDE,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,conservative,ABCDE,150,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,244,0,8,0
sweep,gated,conservative,ABCDE,150,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,283,0,8,0
sweep,gated,conservative,ABCDE,150,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,33,0,8,1
sweep,gated,conservative,ABCDE,150,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,318,0,8,0
sweep,gated,conservative,ABCDE,150,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,182,0,8,2
sweep,gated,conservative,ABCDE,150,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,conservative,ABCDE,150,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,405,0,8,3
sweep,gated,conservative,ABCDE,150,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,264,0,8,12
sweep,gated,conservative,ABCDE,150,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,62,0,8,0
sweep,gated,conservative,ABCDE,150,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,337,0,8,0
sweep,gated,conservative,ABCDE,150,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,304,0,8,0
sweep,gated,default,ABCD,46,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000288,,0,0,8,0
sweep,gated,default,ABCD,46,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.926964,0.038492,0.0,36,0,8,1
sweep,gated,default,ABCD,46,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,0.902969,0.051936,0.0,68,0,8,0
sweep,gated,default,ABCD,46,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.972126,0.014522,0.0,33,0,8,0
sweep,gated,default,ABCD,46,0.55,scanner_blank_1,8,8,0,1,0,0,7,0,0.125,0.125,,,0.194941,0.708025,0.392857,28,11,8,4
sweep,gated,default,ABCD,46,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,0.970044,0.015349,0.0,31,0,8,4
sweep,gated,default,ABCD,46,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.101606,0.159374,,0,0,8,0
sweep,gated,default,ABCD,46,0.7,row_skip_1,8,8,0,1,3,0,4,0,0.125,0.5,,,0.355483,0.626741,0.55,60,33,8,1
sweep,gated,default,ABCD,46,0.7,double_shift,8,8,0,4,0,0,4,0,0.5,0.5,,,0.354434,0.633931,0.505051,99,50,8,9
sweep,gated,default,ABCD,46,0.7,self_corrected,8,8,0,1,0,0,7,0,0.125,0.125,,,0.619173,0.327893,0.166667,48,8,8,0
sweep,gated,default,ABCD,46,0.7,scanner_blank_1,8,8,0,1,0,0,7,0,0.125,0.125,,,0.024209,0.909472,0.324324,37,12,8,1
sweep,gated,default,ABCD,46,0.7,whole_section,8,8,0,2,2,0,4,0,0.25,0.5,,,0.239412,0.731731,0.470588,68,32,8,3
sweep,gated,default,ABCD,46,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,4.7e-05,,0,0,8,0
sweep,gated,default,ABCD,46,0.85,row_skip_1,8,8,0,5,0,0,3,0,0.625,0.625,,,0.279867,0.687755,0.825581,86,71,8,8
sweep,gated,default,ABCD,46,0.85,double_shift,8,8,0,3,2,0,3,0,0.375,0.625,,,0.120221,0.876764,0.504425,113,57,8,4
sweep,gated,default,ABCD,46,0.85,self_corrected,8,8,0,6,0,0,2,0,0.75,0.75,,,0.120273,0.857476,0.8125,80,65,8,1
sweep,gated,default,ABCD,46,0.85,scanner_blank_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.052386,0.91835,0.54717,53,29,8,0
sweep,gated,default,ABCD,46,0.85,whole_section,8,8,0,3,1,0,4,0,0.375,0.5,,,0.249159,0.724852,0.661017,59,39,8,6
sweep,gated,default,ABCD,100,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000239,,0,0,8,0
sweep,gated,default,ABCD,100,0.55,row_skip_1,8,8,0,1,2,0,5,0,0.125,0.375,,,0.62041,0.377307,0.824742,97,80,8,5
sweep,gated,default,ABCD,100,0.55,double_shift,8,8,0,2,0,0,6,0,0.25,0.25,,,0.471944,0.465996,0.229008,131,30,8,5
sweep,gated,default,ABCD,100,0.55,self_corrected,8,8,0,1,0,0,7,0,0.125,0.125,,,0.660605,0.263338,0.325,40,13,8,2
sweep,gated,default,ABCD,100,0.55,scanner_blank_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.116022,0.815623,0.657143,70,46,8,8
sweep,gated,default,ABCD,100,0.55,whole_section,8,8,0,1,2,0,5,0,0.125,0.375,,,0.438869,0.527056,0.52439,82,43,8,2
sweep,gated,default,ABCD,100,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.00013,0.004878,,0,0,8,0
sweep,gated,default,ABCD,100,0.7,row_skip_1,8,8,0,1,2,0,5,0,0.125,0.375,,,0.427568,0.538611,0.643564,101,65,8,0
sweep,gated,default,ABCD,100,0.7,double_shift,8,8,0,5,0,0,3,0,0.625,0.625,,,0.122479,0.876267,0.541126,231,125,8,1
sweep,gated,default,ABCD,100,0.7,self_corrected,8,8,0,2,0,0,6,0,0.25,0.25,,,0.265753,0.638636,0.306667,75,23,8,0
sweep,gated,default,ABCD,100,0.7,scanner_blank_1,8,8,0,6,0,0,2,0,0.75,0.75,,,3.1e-05,0.99801,0.857923,183,157,8,0
sweep,gated,default,ABCD,100,0.7,whole_section,8,8,0,5,1,0,2,0,0.625,0.75,,,0.12279,0.871913,0.798561,139,111,8,2
sweep,gated,default,ABCD,100,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.080186,0.101818,,0,0,8,0
sweep,gated,default,ABCD,100,0.85,row_skip_1,8,8,0,5,1,0,2,0,0.625,0.75,,,0.059035,0.909284,0.888889,180,160,8,0
sweep,gated,default,ABCD,100,0.85,double_shift,8,8,0,4,1,0,3,0,0.5,0.625,,,0.0,1.0,0.511785,297,152,8,0
sweep,gated,default,ABCD,100,0.85,self_corrected,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0002,0.994945,0.805825,103,83,8,0
sweep,gated,default,ABCD,100,0.85,scanner_blank_1,8,8,0,7,0,0,1,0,0.875,0.875,,,0.0,0.999972,0.968468,222,215,8,0
sweep,gated,default,ABCD,100,0.85,whole_section,8,8,0,4,1,0,3,0,0.5,0.625,,,0.129075,0.847349,0.838028,142,119,8,5
sweep,gated,default,ABCD,150,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,2.6e-05,0.003062,,0,0,8,0
sweep,gated,default,ABCD,150,0.55,row_skip_1,8,8,0,4,2,0,2,0,0.5,0.75,,,0.249073,0.750374,0.871345,171,149,8,16
sweep,gated,default,ABCD,150,0.55,double_shift,8,8,0,2,1,0,5,0,0.25,0.375,,,0.226006,0.726536,0.357542,179,64,8,0
sweep,gated,default,ABCD,150,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.969027,0.015776,0.0,29,0,8,2
sweep,gated,default,ABCD,150,0.55,scanner_blank_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.018502,0.934555,0.906433,171,155,8,3
sweep,gated,default,ABCD,150,0.55,whole_section,8,8,0,5,2,0,1,0,0.625,0.875,,,0.12406,0.875463,0.730994,171,125,8,0
sweep,gated,default,ABCD,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.123208,0.125089,,0,0,8,0
sweep,gated,default,ABCD,150,0.7,row_skip_1,8,8,0,2,2,0,4,0,0.25,0.5,,,0.272541,0.682449,0.791946,149,118,8,0
sweep,gated,default,ABCD,150,0.7,double_shift,8,8,0,1,0,0,7,0,0.125,0.125,,,0.284236,0.68107,0.172285,267,46,8,0
sweep,gated,default,ABCD,150,0.7,self_corrected,8,8,0,1,1,0,6,0,0.125,0.25,,,0.152275,0.744804,0.19403,67,13,8,0
sweep,gated,default,ABCD,150,0.7,scanner_blank_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.012334,0.955262,0.866667,135,117,8,2
sweep,gated,default,ABCD,150,0.7,whole_section,8,8,0,4,1,0,3,0,0.5,0.625,,,0.124463,0.871269,0.817204,186,152,8,4
sweep,gated,default,ABCD,150,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.146228,0.186075,,0,0,8,0
sweep,gated,default,ABCD,150,0.85,row_skip_1,8,8,0,2,4,0,2,0,0.25,0.75,,,0.123494,0.82516,0.935115,262,245,8,3
sweep,gated,default,ABCD,150,0.85,double_shift,8,8,0,4,0,0,4,0,0.5,0.5,,,0.0,1.0,0.607843,459,279,8,0
sweep,gated,default,ABCD,150,0.85,self_corrected,8,8,0,5,0,0,3,0,0.625,0.625,,,0.321619,0.654993,0.712329,73,52,8,0
sweep,gated,default,ABCD,150,0.85,scanner_blank_1,8,8,0,5,0,0,3,0,0.625,0.625,,,0.000169,0.995409,0.85461,282,241,8,0
sweep,gated,default,ABCD,150,0.85,whole_section,8,8,0,1,4,0,3,0,0.125,0.625,,,0.121974,0.876522,0.826087,230,190,8,4
sweep,gated,default,ABCDE,46,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,default,ABCDE,46,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,35,0,8,4
sweep,gated,default,ABCDE,46,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,78,0,8,9
sweep,gated,default,ABCDE,46,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,69,0,8,0
sweep,gated,default,ABCDE,46,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,67,0,8,0
sweep,gated,default,ABCDE,46,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,37,0,8,1
sweep,gated,default,ABCDE,46,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,default,ABCDE,46,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,32,0,8,0
sweep,gated,default,ABCDE,46,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,94,0,8,0
sweep,gated,default,ABCDE,46,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,55,0,8,6
sweep,gated,default,ABCDE,46,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,48,0,8,0
sweep,gated,default,ABCDE,46,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,72,0,8,0
sweep,gated,default,ABCDE,46,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,default,ABCDE,46,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,90,0,8,0
sweep,gated,default,ABCDE,46,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,104,0,8,0
sweep,gated,default,ABCDE,46,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,58,0,8,0
sweep,gated,default,ABCDE,46,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,135,0,8,0
sweep,gated,default,ABCDE,46,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,87,0,8,0
sweep,gated,default,ABCDE,100,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,default,ABCDE,100,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,116,0,8,0
sweep,gated,default,ABCDE,100,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,193,0,8,0
sweep,gated,default,ABCDE,100,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,45,0,8,5
sweep,gated,default,ABCDE,100,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,148,0,8,0
sweep,gated,default,ABCDE,100,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,103,0,8,0
sweep,gated,default,ABCDE,100,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,default,ABCDE,100,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,147,0,8,4
sweep,gated,default,ABCDE,100,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,246,0,8,2
sweep,gated,default,ABCDE,100,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,75,0,8,0
sweep,gated,default,ABCDE,100,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,109,0,8,3
sweep,gated,default,ABCDE,100,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,92,0,8,0
sweep,gated,default,ABCDE,100,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,default,ABCDE,100,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,133,0,8,0
sweep,gated,default,ABCDE,100,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,245,0,8,1
sweep,gated,default,ABCDE,100,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,59,0,8,2
sweep,gated,default,ABCDE,100,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,139,0,8,0
sweep,gated,default,ABCDE,100,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,142,0,8,0
sweep,gated,default,ABCDE,150,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,default,ABCDE,150,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,223,0,8,3
sweep,gated,default,ABCDE,150,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,217,0,8,0
sweep,gated,default,ABCDE,150,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,47,0,8,2
sweep,gated,default,ABCDE,150,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,169,0,8,9
sweep,gated,default,ABCDE,150,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,170,0,8,0
sweep,gated,default,ABCDE,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,default,ABCDE,150,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,244,0,8,0
sweep,gated,default,ABCDE,150,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,283,0,8,0
sweep,gated,default,ABCDE,150,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,33,0,8,1
sweep,gated,default,ABCDE,150,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,318,0,8,0
sweep,gated,default,ABCDE,150,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,182,0,8,2
sweep,gated,default,ABCDE,150,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,default,ABCDE,150,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,405,0,8,3
sweep,gated,default,ABCDE,150,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,264,0,8,12
sweep,gated,default,ABCDE,150,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,62,0,8,0
sweep,gated,default,ABCDE,150,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,337,0,8,0
sweep,gated,default,ABCDE,150,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,304,0,8,0
sweep,gated,balanced,ABCD,46,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000288,,0,0,8,0
sweep,gated,balanced,ABCD,46,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.926964,0.038492,0.0,36,0,8,1
sweep,gated,balanced,ABCD,46,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,0.902969,0.051936,0.0,68,0,8,0
sweep,gated,balanced,ABCD,46,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.972126,0.014522,0.0,33,0,8,0
sweep,gated,balanced,ABCD,46,0.55,scanner_blank_1,8,8,0,1,0,0,7,0,0.125,0.125,,,0.194941,0.708025,0.464286,28,13,8,4
sweep,gated,balanced,ABCD,46,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,0.970044,0.015349,0.0,31,0,8,4
sweep,gated,balanced,ABCD,46,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.101606,0.159374,,0,0,8,0
sweep,gated,balanced,ABCD,46,0.7,row_skip_1,8,8,0,1,3,0,4,0,0.125,0.5,,,0.355483,0.626741,0.65,60,39,8,1
sweep,gated,balanced,ABCD,46,0.7,double_shift,8,8,0,4,0,0,4,0,0.5,0.5,,,0.354434,0.633931,0.565657,99,56,8,9
sweep,gated,balanced,ABCD,46,0.7,self_corrected,8,8,0,1,0,0,7,0,0.125,0.125,,,0.619173,0.327893,0.1875,48,9,8,0
sweep,gated,balanced,ABCD,46,0.7,scanner_blank_1,8,8,0,1,0,0,7,0,0.125,0.125,,,0.024209,0.909472,0.351351,37,13,8,1
sweep,gated,balanced,ABCD,46,0.7,whole_section,8,8,0,2,3,0,3,0,0.25,0.625,,,0.239412,0.731731,0.617647,68,42,8,3
sweep,gated,balanced,ABCD,46,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,4.7e-05,,0,0,8,0
sweep,gated,balanced,ABCD,46,0.85,row_skip_1,8,8,0,5,0,0,3,0,0.625,0.625,,,0.279867,0.687755,0.860465,86,74,8,8
sweep,gated,balanced,ABCD,46,0.85,double_shift,8,8,0,3,2,0,3,0,0.375,0.625,,,0.120221,0.876764,0.566372,113,64,8,2
sweep,gated,balanced,ABCD,46,0.85,self_corrected,8,8,0,6,0,0,2,0,0.75,0.75,,,0.120273,0.857476,0.825,80,66,8,2
sweep,gated,balanced,ABCD,46,0.85,scanner_blank_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.052386,0.91835,0.54717,53,29,8,0
sweep,gated,balanced,ABCD,46,0.85,whole_section,8,8,0,3,1,0,4,0,0.375,0.5,,,0.249159,0.724852,0.711864,59,42,8,6
sweep,gated,balanced,ABCD,100,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000239,,0,0,8,0
sweep,gated,balanced,ABCD,100,0.55,row_skip_1,8,8,0,1,2,0,5,0,0.125,0.375,,,0.62041,0.377307,0.876289,97,85,8,5
sweep,gated,balanced,ABCD,100,0.55,double_shift,8,8,0,2,0,0,6,0,0.25,0.25,,,0.471944,0.465996,0.290076,131,38,8,5
sweep,gated,balanced,ABCD,100,0.55,self_corrected,8,8,0,1,0,0,7,0,0.125,0.125,,,0.660605,0.263338,0.375,40,15,8,2
sweep,gated,balanced,ABCD,100,0.55,scanner_blank_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.116022,0.815623,0.685714,70,48,8,9
sweep,gated,balanced,ABCD,100,0.55,whole_section,8,8,0,1,3,0,4,0,0.125,0.5,,,0.438869,0.527056,0.707317,82,58,8,7
sweep,gated,balanced,ABCD,100,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.00013,0.004878,,0,0,8,0
sweep,gated,balanced,ABCD,100,0.7,row_skip_1,8,8,0,1,2,0,5,0,0.125,0.375,,,0.427568,0.538611,0.683168,101,69,8,0
sweep,gated,balanced,ABCD,100,0.7,double_shift,8,8,0,5,0,0,3,0,0.625,0.625,,,0.122479,0.876267,0.580087,231,134,8,1
sweep,gated,balanced,ABCD,100,0.7,self_corrected,8,8,0,2,0,0,6,0,0.25,0.25,,,0.265753,0.638636,0.36,75,27,8,0
sweep,gated,balanced,ABCD,100,0.7,scanner_blank_1,8,8,0,6,0,0,2,0,0.75,0.75,,,3.1e-05,0.99801,0.907104,183,166,8,0
sweep,gated,balanced,ABCD,100,0.7,whole_section,8,8,0,5,1,0,2,0,0.625,0.75,,,0.12279,0.871913,0.841727,139,117,8,2
sweep,gated,balanced,ABCD,100,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.080186,0.101818,,0,0,8,0
sweep,gated,balanced,ABCD,100,0.85,row_skip_1,8,8,0,5,1,0,2,0,0.625,0.75,,,0.059035,0.909284,0.933333,180,168,8,1
sweep,gated,balanced,ABCD,100,0.85,double_shift,8,8,0,4,1,0,3,0,0.5,0.625,,,0.0,1.0,0.545455,297,162,8,0
sweep,gated,balanced,ABCD,100,0.85,self_corrected,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0002,0.994945,0.873786,103,90,8,0
sweep,gated,balanced,ABCD,100,0.85,scanner_blank_1,8,8,0,7,0,0,1,0,0.875,0.875,,,0.0,0.999972,0.981982,222,218,8,0
sweep,gated,balanced,ABCD,100,0.85,whole_section,8,8,0,4,1,0,3,0,0.5,0.625,,,0.129075,0.847349,0.873239,142,124,8,5
sweep,gated,balanced,ABCD,150,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,2.6e-05,0.003062,,0,0,8,0
sweep,gated,balanced,ABCD,150,0.55,row_skip_1,8,8,0,4,2,0,2,0,0.5,0.75,,,0.249073,0.750374,0.935673,171,160,8,16
sweep,gated,balanced,ABCD,150,0.55,double_shift,8,8,0,2,1,0,5,0,0.25,0.375,,,0.226006,0.726536,0.424581,179,76,8,1
sweep,gated,balanced,ABCD,150,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.969027,0.015776,0.0,29,0,8,2
sweep,gated,balanced,ABCD,150,0.55,scanner_blank_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.018502,0.934555,0.923977,171,158,8,2
sweep,gated,balanced,ABCD,150,0.55,whole_section,8,8,0,5,2,0,1,0,0.625,0.875,,,0.12406,0.875463,0.836257,171,143,8,1
sweep,gated,balanced,ABCD,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.123208,0.125089,,0,0,8,0
sweep,gated,balanced,ABCD,150,0.7,row_skip_1,8,8,0,2,2,0,4,0,0.25,0.5,,,0.272541,0.682449,0.832215,149,124,8,0
sweep,gated,balanced,ABCD,150,0.7,double_shift,8,8,0,1,0,0,7,0,0.125,0.125,,,0.284236,0.68107,0.187266,267,50,8,0
sweep,gated,balanced,ABCD,150,0.7,self_corrected,8,8,0,1,1,0,6,0,0.125,0.25,,,0.152275,0.744804,0.208955,67,14,8,0
sweep,gated,balanced,ABCD,150,0.7,scanner_blank_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.012334,0.955262,0.888889,135,120,8,6
sweep,gated,balanced,ABCD,150,0.7,whole_section,8,8,0,4,1,0,3,0,0.5,0.625,,,0.124463,0.871269,0.865591,186,161,8,4
sweep,gated,balanced,ABCD,150,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.146228,0.186075,,0,0,8,0
sweep,gated,balanced,ABCD,150,0.85,row_skip_1,8,8,0,2,4,0,2,0,0.25,0.75,,,0.123494,0.82516,0.958015,262,251,8,3
sweep,gated,balanced,ABCD,150,0.85,double_shift,8,8,0,4,0,0,4,0,0.5,0.5,,,0.0,1.0,0.620915,459,285,8,0
sweep,gated,balanced,ABCD,150,0.85,self_corrected,8,8,0,5,0,0,3,0,0.625,0.625,,,0.321619,0.654993,0.739726,73,54,8,1
sweep,gated,balanced,ABCD,150,0.85,scanner_blank_1,8,8,0,5,0,0,3,0,0.625,0.625,,,0.000169,0.995409,0.865248,282,244,8,0
sweep,gated,balanced,ABCD,150,0.85,whole_section,8,8,0,1,4,0,3,0,0.125,0.625,,,0.121974,0.876522,0.847826,230,195,8,4
sweep,gated,balanced,ABCDE,46,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,,0,0,8,0
sweep,gated,balanced,ABCDE,46,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0.0,35,0,8,4
