dataset,detector,policy,options,length,ability,mechanism,n,n_target,n_clean,tp_correct,tp_wrongloc,fp,fn,tn,power,recall_all,fpr,fpr_ci_upper,brier,mse,n_scored,recovery,at_stake,saved,saved_sheets,unearned
metrics,bruteforce,metrics,ABCD,150,0.4,scanner_blank_2,8,8,0,0,3,0,5,0,0.0,0.375,,,0.764506,0.036728,8,0.314815,54,17,8,24
metrics,bruteforce,metrics,ABCD,150,0.4,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,88,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.4,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,59,0,8,3
metrics,bruteforce,metrics,ABCD,150,0.4,scanner_misread_1,8,0,8,0,0,4,0,4,,,0.5,0.807097,0.047037,0.047037,8,,0,0,8,52
metrics,bruteforce,metrics,ABCD,150,0.4,scanner_misread_4,8,0,8,0,0,3,0,5,,,0.375,0.710759,0.045309,0.045309,8,,0,0,8,44
metrics,bruteforce,metrics,ABCD,150,0.4,scanner_faint_1,8,0,8,0,0,2,0,6,,,0.25,0.599689,0.045679,0.045679,8,,0,0,8,34
metrics,bruteforce,metrics,ABCD,150,0.4,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.4,scanner_double_4,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.003951,0.003951,8,,0,0,8,8
metrics,bruteforce,metrics,ABCD,150,0.4,adv_long_runs,8,0,8,0,0,4,0,4,,,0.5,0.807097,0.016543,0.016543,8,,0,0,8,28
metrics,bruteforce,metrics,ABCD,150,0.4,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.4,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.4,adv_key_leakage,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0,1.0,8,1.0,896,896,8,0
metrics,bruteforce,metrics,ABCD,150,0.4,adv_cycle,8,0,8,0,0,6,0,2,,,0.75,0.953611,0.040247,0.040247,8,,0,0,8,60
metrics,bruteforce,metrics,ABCD,150,0.55,none,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.010432,0.010432,8,,0,0,8,13
metrics,bruteforce,metrics,ABCD,150,0.55,row_skip_1,8,8,0,0,1,0,7,0,0.0,0.125,,,0.950617,0.006173,8,0.126582,79,10,8,0
metrics,bruteforce,metrics,ABCD,150,0.55,row_skip_2,8,8,0,0,3,0,5,0,0.0,0.375,,,0.765803,0.088025,8,0.375,136,51,8,22
metrics,bruteforce,metrics,ABCD,150,0.55,early_full,8,8,0,2,5,0,1,0,0.25,0.875,,,0.232531,0.593642,8,0.977444,266,260,8,18
metrics,bruteforce,metrics,ABCD,150,0.55,boundary,8,8,0,0,2,0,6,0,0.0,0.25,,,0.895494,0.01216,8,0.141176,85,12,8,12
metrics,bruteforce,metrics,ABCD,150,0.55,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,1.0,0.0,8,0.0,20,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.55,whole_section,8,8,0,0,2,0,6,0,0.0,0.25,,,0.947531,0.003086,8,0.086207,116,10,8,7
metrics,bruteforce,metrics,ABCD,150,0.55,anxiety,8,8,0,0,4,0,4,0,0.0,0.5,,,0.607531,0.229753,8,0.68125,160,109,8,7
metrics,bruteforce,metrics,ABCD,150,0.55,double_shift,8,8,0,0,2,0,6,0,0.0,0.25,,,0.845309,0.034197,8,0.16129,186,30,8,0
metrics,bruteforce,metrics,ABCD,150,0.55,self_corrected,8,8,0,0,1,0,7,0,0.0,0.125,,,0.93821,0.010432,8,0.0,40,0,8,17
metrics,bruteforce,metrics,ABCD,150,0.55,deferred,8,8,0,0,4,0,4,0,0.0,0.5,,,0.645,0.172778,8,0.565476,168,95,8,16
metrics,bruteforce,metrics,ABCD,150,0.55,isolated,8,8,0,0,1,0,7,0,0.0,0.125,,,0.925062,0.013951,8,0.166667,6,1,8,14
metrics,bruteforce,metrics,ABCD,150,0.55,scanner_blank_1,8,8,0,0,1,0,7,0,0.0,0.125,,,0.952778,0.002778,8,0.0,133,0,8,7
metrics,bruteforce,metrics,ABCD,150,0.55,scanner_blank_2,8,8,0,0,3,0,5,0,0.0,0.375,,,0.817654,0.039877,8,0.32,125,40,8,3
metrics,bruteforce,metrics,ABCD,150,0.55,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,57,0,8,15
metrics,bruteforce,metrics,ABCD,150,0.55,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,139,0,8,1
metrics,bruteforce,metrics,ABCD,150,0.55,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.55,scanner_misread_4,8,0,8,0,0,3,0,5,,,0.375,0.710759,0.024445,0.024445,8,,0,0,8,34
metrics,bruteforce,metrics,ABCD,150,0.55,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.55,scanner_faint_4,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.005,0.005,8,,0,0,8,9
metrics,bruteforce,metrics,ABCD,150,0.55,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.55,adv_long_runs,8,0,8,0,0,2,0,6,,,0.25,0.599689,0.009506,0.009506,8,,0,0,8,15
metrics,bruteforce,metrics,ABCD,150,0.55,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.55,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.55,adv_key_leakage,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0,1.0,8,1.0,902,902,8,0
metrics,bruteforce,metrics,ABCD,150,0.55,adv_cycle,8,0,8,0,0,5,0,3,,,0.625,0.888887,0.049074,0.049074,8,,0,0,8,61
metrics,bruteforce,metrics,ABCD,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_1,8,8,0,0,3,0,5,0,0.0,0.375,,,0.654876,0.282654,8,0.623711,194,121,8,5
metrics,bruteforce,metrics,ABCD,150,0.7,row_skip_2,8,8,0,0,1,0,7,0,0.0,0.125,,,0.890803,0.051914,8,0.183544,158,29,8,4
metrics,bruteforce,metrics,ABCD,150,0.7,early_full,8,8,0,4,4,0,0,0,0.5,1.0,,,0.114444,0.736667,8,0.978673,422,413,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,boundary,8,8,0,0,1,0,7,0,0.0,0.125,,,0.957654,0.002099,8,0.0,65,0,8,11
metrics,bruteforce,metrics,ABCD,150,0.7,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,1.0,0.0,8,0.0,31,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,1.0,0.0,8,0.0,139,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,anxiety,8,8,0,0,3,0,5,0,0.0,0.375,,,0.632469,0.321358,8,0.707317,205,145,8,9
metrics,bruteforce,metrics,ABCD,150,0.7,double_shift,8,8,0,0,5,0,3,0,0.0,0.625,,,0.614321,0.180988,8,0.431193,218,94,8,10
metrics,bruteforce,metrics,ABCD,150,0.7,self_corrected,8,8,0,0,1,0,7,0,0.0,0.125,,,0.912531,0.018086,8,0.070175,57,4,8,15
metrics,bruteforce,metrics,ABCD,150,0.7,deferred,8,8,0,0,4,0,4,0,0.0,0.5,,,0.687716,0.159938,8,0.479167,192,92,8,9
metrics,bruteforce,metrics,ABCD,150,0.7,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,1.0,0.0,8,0.0,13,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_1,8,8,0,0,4,0,4,0,0.0,0.5,,,0.707531,0.151975,8,0.394595,185,73,8,28
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_blank_2,8,8,0,0,3,0,5,0,0.0,0.375,,,0.690802,0.11858,8,0.362319,207,75,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,157,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,182,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_1,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.006173,0.006173,8,,0,0,8,10
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_faint_4,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.003025,0.003025,8,,0,0,8,7
metrics,bruteforce,metrics,ABCD,150,0.7,scanner_double_4,8,0,8,0,0,3,0,5,,,0.375,0.710759,0.025556,0.025556,8,,0,0,8,34
metrics,bruteforce,metrics,ABCD,150,0.7,adv_long_runs,8,0,8,0,0,3,0,5,,,0.375,0.710759,0.021111,0.021111,8,,0,0,8,28
metrics,bruteforce,metrics,ABCD,150,0.7,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_key_leakage,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0,1.0,8,1.0,880,880,8,0
metrics,bruteforce,metrics,ABCD,150,0.7,adv_cycle,8,0,8,0,0,7,0,1,,,0.875,0.993609,0.024877,0.024877,8,,0,0,8,51
metrics,bruteforce,metrics,ABCD,150,0.85,none,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.007716,0.007716,8,,0,0,8,11
metrics,bruteforce,metrics,ABCD,150,0.85,row_skip_1,8,8,0,0,3,0,5,0,0.0,0.375,,,0.623086,0.25642,8,0.375,304,114,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,row_skip_2,8,8,0,0,6,0,2,0,0.0,0.75,,,0.630617,0.075062,8,0.374101,139,52,8,41
metrics,bruteforce,metrics,ABCD,150,0.85,early_full,8,8,0,2,6,0,0,0,0.25,1.0,,,0.0,1.0,8,0.983824,680,669,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,boundary,8,8,0,0,4,0,4,0,0.0,0.5,,,0.789568,0.039568,8,0.188341,223,42,8,3
metrics,bruteforce,metrics,ABCD,150,0.85,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,1.0,0.0,8,0.0,29,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,whole_section,8,8,0,0,3,0,5,0,0.0,0.375,,,0.859938,0.009938,8,0.063898,313,20,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,anxiety,8,8,0,0,2,0,6,0,0.0,0.25,,,0.756173,0.200617,8,0.521739,230,120,8,6
metrics,bruteforce,metrics,ABCD,150,0.85,double_shift,8,8,0,0,7,0,1,0,0.0,0.875,,,0.327593,0.477593,8,0.504651,430,217,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,1.0,0.0,8,0.0,71,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,deferred,8,8,0,0,3,0,5,0,0.0,0.375,,,0.720309,0.203642,8,0.492823,209,103,8,8
metrics,bruteforce,metrics,ABCD,150,0.85,isolated,8,8,0,0,2,0,6,0,0.0,0.25,,,0.861173,0.033395,8,0.222222,9,2,8,29
metrics,bruteforce,metrics,ABCD,150,0.85,scanner_blank_1,8,8,0,0,4,0,4,0,0.0,0.5,,,0.596481,0.213148,8,0.333333,351,117,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,scanner_blank_2,8,8,0,0,4,0,4,0,0.0,0.5,,,0.676543,0.154321,8,0.350554,271,95,8,3
metrics,bruteforce,metrics,ABCD,150,0.85,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,307,0,8,10
metrics,bruteforce,metrics,ABCD,150,0.85,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,325,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,scanner_misread_1,8,0,8,0,0,2,0,6,,,0.25,0.599689,0.008025,0.008025,8,,0,0,8,16
metrics,bruteforce,metrics,ABCD,150,0.85,scanner_misread_4,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.010494,0.010494,8,,0,0,8,13
metrics,bruteforce,metrics,ABCD,150,0.85,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,scanner_faint_4,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.001543,0.001543,8,,0,0,8,5
metrics,bruteforce,metrics,ABCD,150,0.85,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000988,0.000988,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,adv_long_runs,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.003827,0.003827,8,,0,0,8,5
metrics,bruteforce,metrics,ABCD,150,0.85,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,adv_key_leakage,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0,1.0,8,1.0,890,890,8,0
metrics,bruteforce,metrics,ABCD,150,0.85,adv_cycle,8,0,8,0,0,6,0,2,,,0.75,0.953611,0.051173,0.051173,8,,0,0,8,63
metrics,bruteforce,metrics,ABCD,150,0.95,none,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.003025,0.003025,8,,0,0,8,7
metrics,bruteforce,metrics,ABCD,150,0.95,row_skip_1,8,8,0,0,4,0,4,0,0.0,0.5,,,0.634444,0.267778,8,0.522222,270,141,8,12
metrics,bruteforce,metrics,ABCD,150,0.95,row_skip_2,8,8,0,0,3,0,5,0,0.0,0.375,,,0.709506,0.253951,8,0.406897,290,118,8,7
metrics,bruteforce,metrics,ABCD,150,0.95,early_full,8,8,0,2,5,0,1,0,0.25,0.875,,,0.125,0.875,8,0.978947,665,651,8,6
metrics,bruteforce,metrics,ABCD,150,0.95,boundary,8,8,0,0,2,0,6,0,0.0,0.25,,,0.892284,0.008951,8,0.026882,186,5,8,16
metrics,bruteforce,metrics,ABCD,150,0.95,short_local,8,8,0,0,1,0,7,0,0.0,0.125,,,0.916728,0.022284,8,0.142857,28,4,8,19
metrics,bruteforce,metrics,ABCD,150,0.95,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,0.967901,0.001234,8,0.0,333,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.95,anxiety,8,8,0,0,6,0,2,0,0.0,0.75,,,0.314568,0.525679,8,0.662069,435,288,8,14
metrics,bruteforce,metrics,ABCD,150,0.95,double_shift,8,8,0,0,4,0,4,0,0.0,0.5,,,0.658889,0.225555,8,0.409774,266,109,8,11
metrics,bruteforce,metrics,ABCD,150,0.95,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.983889,0.000556,8,0.0,76,0,8,2
metrics,bruteforce,metrics,ABCD,150,0.95,deferred,8,8,0,0,2,0,6,0,0.0,0.25,,,0.744753,0.239198,8,0.40176,341,137,8,0
metrics,bruteforce,metrics,ABCD,150,0.95,isolated,8,8,0,0,1,0,7,0,0.0,0.125,,,0.927346,0.010679,8,0.142857,7,1,8,12
metrics,bruteforce,metrics,ABCD,150,0.95,scanner_blank_1,8,8,0,0,4,0,4,0,0.0,0.5,,,0.571358,0.382469,8,0.582143,280,163,8,12
metrics,bruteforce,metrics,ABCD,150,0.95,scanner_blank_2,8,8,0,0,1,0,7,0,0.0,0.125,,,0.869753,0.114197,8,0.208738,206,43,8,13
metrics,bruteforce,metrics,ABCD,150,0.95,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,209,0,8,2
metrics,bruteforce,metrics,ABCD,150,0.95,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,205,0,8,1
metrics,bruteforce,metrics,ABCD,150,0.95,scanner_misread_1,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.005,0.005,8,,0,0,8,9
metrics,bruteforce,metrics,ABCD,150,0.95,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.95,scanner_faint_1,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.010432,0.010432,8,,0,0,8,13
metrics,bruteforce,metrics,ABCD,150,0.95,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000247,0.000247,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.95,scanner_double_4,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.013889,0.013889,8,,0,0,8,15
metrics,bruteforce,metrics,ABCD,150,0.95,adv_long_runs,8,0,8,0,0,2,0,6,,,0.25,0.599689,0.00679,0.00679,8,,0,0,8,13
metrics,bruteforce,metrics,ABCD,150,0.95,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.95,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCD,150,0.95,adv_key_leakage,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0,1.0,8,1.0,873,873,8,0
metrics,bruteforce,metrics,ABCD,150,0.95,adv_cycle,8,0,8,0,0,3,0,5,,,0.375,0.710759,0.042716,0.042716,8,,0,0,8,44
metrics,bruteforce,metrics,ABCDE,46,0.26,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.016409,0.016409,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.26,row_skip_1,8,8,0,0,1,0,7,0,0.0,0.125,,,0.849034,0.030193,8,0.4,15,6,8,5
metrics,bruteforce,metrics,ABCDE,46,0.26,row_skip_2,8,8,0,0,4,0,4,0,0.0,0.5,,,0.517039,0.114866,8,0.566667,30,17,8,15
metrics,bruteforce,metrics,ABCDE,46,0.26,early_full,8,8,0,1,3,0,4,0,0.125,0.5,,,0.564404,0.212954,8,0.9375,32,30,8,21
metrics,bruteforce,metrics,ABCDE,46,0.26,boundary,8,8,0,0,2,0,6,0,0.0,0.25,,,0.754385,0.062356,8,0.727273,11,8,8,14
metrics,bruteforce,metrics,ABCDE,46,0.26,short_local,8,8,0,0,1,0,7,0,0.0,0.125,,,0.914934,0.02363,8,0.0,16,0,8,9
metrics,bruteforce,metrics,ABCDE,46,0.26,whole_section,8,8,0,0,2,0,6,0,0.0,0.25,,,0.810308,0.082047,8,0.375,16,6,8,15
metrics,bruteforce,metrics,ABCDE,46,0.26,anxiety,8,8,0,0,1,0,7,0,0.0,0.125,,,0.780508,0.034132,8,0.125,8,1,8,21
metrics,bruteforce,metrics,ABCDE,46,0.26,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,0.682315,0.044633,8,0.0,11,0,8,8
metrics,bruteforce,metrics,ABCDE,46,0.26,self_corrected,8,8,0,0,1,0,7,0,0.0,0.125,,,0.830261,0.029537,8,0.0,8,0,8,19
metrics,bruteforce,metrics,ABCDE,46,0.26,deferred,8,8,0,0,2,0,6,0,0.0,0.25,,,0.689797,0.070232,8,0.314286,35,11,8,2
metrics,bruteforce,metrics,ABCDE,46,0.26,isolated,8,8,0,0,2,0,6,0,0.0,0.25,,,0.707257,0.069576,8,1.0,1,1,8,12
metrics,bruteforce,metrics,ABCDE,46,0.26,scanner_blank_1,8,8,0,0,2,0,6,0,0.0,0.25,,,0.674963,0.073514,8,0.368421,19,7,8,6
metrics,bruteforce,metrics,ABCDE,46,0.26,scanner_blank_2,8,8,0,0,2,0,6,0,0.0,0.25,,,0.688222,0.141121,8,0.555556,27,15,8,6
metrics,bruteforce,metrics,ABCDE,46,0.26,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,10,0,8,8
metrics,bruteforce,metrics,ABCDE,46,0.26,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,21,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.26,scanner_misread_1,8,0,8,0,0,2,0,6,,,0.25,0.599689,0.05973,0.05973,8,,0,0,8,13
metrics,bruteforce,metrics,ABCDE,46,0.26,scanner_misread_4,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.03807,0.03807,8,,0,0,8,7
metrics,bruteforce,metrics,ABCDE,46,0.26,scanner_faint_1,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.064981,0.064981,8,,0,0,8,9
metrics,bruteforce,metrics,ABCDE,46,0.26,scanner_faint_4,8,0,8,0,0,2,0,6,,,0.25,0.599689,0.076796,0.076796,8,,0,0,8,15
metrics,bruteforce,metrics,ABCDE,46,0.26,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.003938,0.003938,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.26,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.012471,0.012471,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.26,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.26,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.26,adv_key_leakage,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0,1.0,8,1.0,286,286,8,0
metrics,bruteforce,metrics,ABCDE,46,0.26,adv_cycle,8,0,8,0,0,2,0,6,,,0.25,0.599689,0.092549,0.092549,8,,0,0,8,15
metrics,bruteforce,metrics,ABCDE,46,0.4,none,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.032162,0.032162,8,,0,0,8,6
metrics,bruteforce,metrics,ABCDE,46,0.4,row_skip_1,8,8,0,0,5,0,3,0,0.0,0.625,,,0.479758,0.222511,8,0.683333,60,41,8,2
metrics,bruteforce,metrics,ABCDE,46,0.4,row_skip_2,8,8,0,0,2,0,6,0,0.0,0.25,,,0.798493,0.070232,8,0.095238,21,2,8,16
metrics,bruteforce,metrics,ABCDE,46,0.4,early_full,8,8,0,0,2,0,6,0,0.0,0.25,,,0.591341,0.152935,8,0.529412,34,18,8,7
metrics,bruteforce,metrics,ABCDE,46,0.4,boundary,8,8,0,0,1,0,7,0,0.0,0.125,,,0.914934,0.02363,8,0.222222,27,6,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,0.903119,0.011815,8,0.0,21,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,whole_section,8,8,0,0,1,0,7,0,0.0,0.125,,,0.72511,0.051197,8,0.193548,31,6,8,1
metrics,bruteforce,metrics,ABCDE,46,0.4,anxiety,8,8,0,0,3,0,5,0,0.0,0.375,,,0.631774,0.084672,8,0.3,20,6,8,19
metrics,bruteforce,metrics,ABCDE,46,0.4,double_shift,8,8,0,0,1,0,7,0,0.0,0.125,,,0.863474,0.044633,8,0.266667,30,8,8,10
metrics,bruteforce,metrics,ABCDE,46,0.4,self_corrected,8,8,0,0,3,0,5,0,0.0,0.375,,,0.576507,0.156217,8,0.484848,33,16,8,8
metrics,bruteforce,metrics,ABCDE,46,0.4,deferred,8,8,0,0,1,0,7,0,0.0,0.125,,,0.773157,0.063012,8,0.258065,31,8,8,8
metrics,bruteforce,metrics,ABCDE,46,0.4,isolated,8,8,0,0,2,0,6,0,0.0,0.25,,,0.83118,0.048572,8,0.2,5,1,8,12
metrics,bruteforce,metrics,ABCDE,46,0.4,scanner_blank_1,8,8,0,0,1,0,7,0,0.0,0.125,,,0.887891,0.032819,8,0.466667,15,7,8,8
metrics,bruteforce,metrics,ABCDE,46,0.4,scanner_blank_2,8,8,0,0,3,0,5,0,0.0,0.375,,,0.676276,0.074827,8,0.36,25,9,8,12
metrics,bruteforce,metrics,ABCDE,46,0.4,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,22,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,22,0,8,1
metrics,bruteforce,metrics,ABCDE,46,0.4,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,scanner_misread_4,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.016409,0.016409,8,,0,0,8,5
metrics,bruteforce,metrics,ABCDE,46,0.4,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.011158,0.011158,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000656,0.000656,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.011158,0.011158,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.013128,0.013128,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.0,8,,0,0,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,adv_key_leakage,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0,1.0,8,1.0,288,288,8,0
metrics,bruteforce,metrics,ABCDE,46,0.4,adv_cycle,8,0,8,0,0,2,0,6,,,0.25,0.599689,0.078109,0.078109,8,,0,0,8,13
metrics,bruteforce,metrics,ABCDE,46,0.55,none,8,0,8,0,0,1,0,7,,,0.125,0.470679,0.02363,0.02363,8,,0,0,8,6
metrics,bruteforce,metrics,ABCDE,46,0.55,row_skip_1,8,8,0,0,2,0,6,0,0.0,0.25,,,0.654721,0.194576,8,0.469388,49,23,8,1
metrics,bruteforce,metrics,ABCDE,46,0.55,row_skip_2,8,8,0,0,1,0,7,0,0.0,0.125,,,0.831705,0.085329,8,0.392857,28,11,8,0
