dataset,detector,policy,options,length,ability,mechanism,n,n_target,n_clean,tp_correct,tp_wrongloc,fp,fn,tn,power,recall_all,fpr,fpr_ci_upper,brier,mse,n_scored,recovery,at_stake,saved,saved_sheets,unearned
sweep,gated,balanced,ABCDE,100,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,148,0,8,0
sweep,gated,balanced,ABCDE,100,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,107,0,8,0
sweep,gated,balanced,ABCDE,100,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,balanced,ABCDE,100,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,149,0,8,3
sweep,gated,balanced,ABCDE,100,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,246,0,8,2
sweep,gated,balanced,ABCDE,100,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,75,0,8,0
sweep,gated,balanced,ABCDE,100,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,109,0,8,3
sweep,gated,balanced,ABCDE,100,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,93,0,8,0
sweep,gated,balanced,ABCDE,100,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,balanced,ABCDE,100,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,134,0,8,0
sweep,gated,balanced,ABCDE,100,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,245,0,8,1
sweep,gated,balanced,ABCDE,100,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,59,0,8,2
sweep,gated,balanced,ABCDE,100,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,139,0,8,0
sweep,gated,balanced,ABCDE,100,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,143,0,8,0
sweep,gated,balanced,ABCDE,150,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,balanced,ABCDE,150,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,226,0,8,3
sweep,gated,balanced,ABCDE,150,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,217,0,8,0
sweep,gated,balanced,ABCDE,150,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,47,0,8,2
sweep,gated,balanced,ABCDE,150,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,169,0,8,9
sweep,gated,balanced,ABCDE,150,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,173,0,8,0
sweep,gated,balanced,ABCDE,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,balanced,ABCDE,150,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,246,0,8,0
sweep,gated,balanced,ABCDE,150,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,283,0,8,0
sweep,gated,balanced,ABCDE,150,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,33,0,8,1
sweep,gated,balanced,ABCDE,150,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,318,0,8,0
sweep,gated,balanced,ABCDE,150,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,185,0,8,2
sweep,gated,balanced,ABCDE,150,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,balanced,ABCDE,150,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,408,0,8,2
sweep,gated,balanced,ABCDE,150,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,264,0,8,12
sweep,gated,balanced,ABCDE,150,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,62,0,8,0
sweep,gated,balanced,ABCDE,150,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,337,0,8,0
sweep,gated,balanced,ABCDE,150,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,305,0,8,0
sweep,gated,sensitive,ABCD,46,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.001743,0.001743,8,,0,0,8,0
sweep,gated,sensitive,ABCD,46,0.55,row_skip_1,8,8,0,1,0,0,7,0,0.125,0.125,,,0.338296,0.438636,8,0.0,41,0,8,1
sweep,gated,sensitive,ABCD,46,0.55,double_shift,8,8,0,0,2,0,6,0,0.0,0.25,,,0.132806,0.673526,8,0.058824,68,4,8,0
sweep,gated,sensitive,ABCD,46,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.73951,0.07151,8,0.0,33,0,8,0
sweep,gated,sensitive,ABCD,46,0.55,scanner_blank_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.12363,0.680142,8,0.357143,28,10,8,4
sweep,gated,sensitive,ABCD,46,0.55,whole_section,8,8,0,2,0,0,6,0,0.25,0.25,,,0.456998,0.386068,8,0.242424,33,8,8,4
sweep,gated,sensitive,ABCD,46,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.273668,0.273668,8,,0,0,8,0
sweep,gated,sensitive,ABCD,46,0.7,row_skip_1,8,8,0,6,0,0,2,0,0.75,0.75,,,0.116874,0.782241,8,0.564516,62,35,8,1
sweep,gated,sensitive,ABCD,46,0.7,double_shift,8,8,0,1,0,0,7,0,0.125,0.125,,,0.170079,0.764265,8,0.181818,99,18,8,9
sweep,gated,sensitive,ABCD,46,0.7,self_corrected,8,8,0,3,0,0,5,0,0.375,0.375,,,0.178952,0.591783,8,0.333333,48,16,8,0
sweep,gated,sensitive,ABCD,46,0.7,scanner_blank_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.005708,0.925762,8,0.405405,37,15,8,1
sweep,gated,sensitive,ABCD,46,0.7,whole_section,8,8,0,5,0,0,3,0,0.625,0.625,,,9.8e-05,0.990552,8,0.57971,69,40,8,3
sweep,gated,sensitive,ABCD,46,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,1.3e-05,1.3e-05,8,,0,0,8,0
sweep,gated,sensitive,ABCD,46,0.85,row_skip_1,8,8,0,5,0,0,3,0,0.625,0.625,,,0.139232,0.798703,8,0.818182,88,72,8,7
sweep,gated,sensitive,ABCD,46,0.85,double_shift,8,8,0,3,2,0,3,0,0.375,0.625,,,0.003591,0.961209,8,0.513274,113,58,8,0
sweep,gated,sensitive,ABCD,46,0.85,self_corrected,8,8,0,6,0,0,2,0,0.75,0.75,,,0.001194,0.974845,8,0.775,80,62,8,1
sweep,gated,sensitive,ABCD,46,0.85,scanner_blank_1,8,8,0,3,0,0,5,0,0.375,0.375,,,0.036346,0.89936,8,0.679245,53,36,8,0
sweep,gated,sensitive,ABCD,46,0.85,whole_section,8,8,0,3,0,0,5,0,0.375,0.375,,,0.019321,0.892375,8,0.508197,61,31,8,6
sweep,gated,sensitive,ABCD,100,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.001728,0.001728,8,,0,0,8,0
sweep,gated,sensitive,ABCD,100,0.55,row_skip_1,8,8,0,3,0,0,5,0,0.375,0.375,,,0.411331,0.47802,8,0.78,100,78,8,4
sweep,gated,sensitive,ABCD,100,0.55,double_shift,8,8,0,2,1,0,5,0,0.25,0.375,,,0.055366,0.876109,8,0.251908,131,33,8,5
sweep,gated,sensitive,ABCD,100,0.55,self_corrected,8,8,0,2,0,0,6,0,0.25,0.25,,,0.270154,0.611196,8,0.325,40,13,8,2
sweep,gated,sensitive,ABCD,100,0.55,scanner_blank_1,8,8,0,3,0,0,5,0,0.375,0.375,,,0.01742,0.859276,8,0.714286,70,50,8,7
sweep,gated,sensitive,ABCD,100,0.55,whole_section,8,8,0,3,1,0,4,0,0.375,0.5,,,0.147981,0.686975,8,0.547619,84,46,8,0
sweep,gated,sensitive,ABCD,100,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.056597,0.056597,8,,0,0,8,0
sweep,gated,sensitive,ABCD,100,0.7,row_skip_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.151759,0.75802,8,0.715686,102,73,8,0
sweep,gated,sensitive,ABCD,100,0.7,double_shift,8,8,0,3,0,0,5,0,0.375,0.375,,,0.000596,0.983335,8,0.363636,231,84,8,0
sweep,gated,sensitive,ABCD,100,0.7,self_corrected,8,8,0,2,0,0,6,0,0.25,0.25,,,0.046565,0.830496,8,0.306667,75,23,8,0
sweep,gated,sensitive,ABCD,100,0.7,scanner_blank_1,8,8,0,6,0,0,2,0,0.75,0.75,,,1e-06,0.999439,8,0.836066,183,153,8,0
sweep,gated,sensitive,ABCD,100,0.7,whole_section,8,8,0,6,0,0,2,0,0.75,0.75,,,0.002087,0.969768,8,0.785714,140,110,8,2
sweep,gated,sensitive,ABCD,100,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.217996,0.217996,8,,0,0,8,0
sweep,gated,sensitive,ABCD,100,0.85,row_skip_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.0,0.99997,8,0.60989,182,111,8,0
sweep,gated,sensitive,ABCD,100,0.85,double_shift,8,8,0,4,1,0,3,0,0.5,0.625,,,0.0,1.0,8,0.531987,297,158,8,0
sweep,gated,sensitive,ABCD,100,0.85,self_corrected,8,8,0,8,0,0,0,0,1.0,1.0,,,0.0,0.999942,8,0.796117,103,82,8,0
sweep,gated,sensitive,ABCD,100,0.85,scanner_blank_1,8,8,0,7,0,0,1,0,0.875,0.875,,,0.0,0.999935,8,0.959459,222,213,8,0
sweep,gated,sensitive,ABCD,100,0.85,whole_section,8,8,0,4,1,0,3,0,0.5,0.625,,,0.000224,0.989615,8,0.843537,147,124,8,4
sweep,gated,sensitive,ABCD,150,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.182661,0.182661,8,,0,0,8,0
sweep,gated,sensitive,ABCD,150,0.55,row_skip_1,8,8,0,6,0,0,2,0,0.75,0.75,,,0.126055,0.780944,8,0.867816,174,151,8,15
sweep,gated,sensitive,ABCD,150,0.55,double_shift,8,8,0,2,1,0,5,0,0.25,0.375,,,0.04682,0.849511,8,0.240223,179,43,8,0
sweep,gated,sensitive,ABCD,150,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.335463,0.395615,8,0.0,29,0,8,2
sweep,gated,sensitive,ABCD,150,0.55,scanner_blank_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.003318,0.952643,8,0.818713,171,140,8,1
sweep,gated,sensitive,ABCD,150,0.55,whole_section,8,8,0,5,0,0,3,0,0.625,0.625,,,0.006512,0.949449,8,0.606936,173,105,8,0
sweep,gated,sensitive,ABCD,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.151448,0.151448,8,,0,0,8,0
sweep,gated,sensitive,ABCD,150,0.7,row_skip_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.022753,0.903076,8,0.8,150,120,8,0
sweep,gated,sensitive,ABCD,150,0.7,double_shift,8,8,0,1,0,0,7,0,0.125,0.125,,,0.06036,0.812571,8,0.168539,267,45,8,0
sweep,gated,sensitive,ABCD,150,0.7,self_corrected,8,8,0,5,1,0,2,0,0.625,0.75,,,0.034644,0.896048,8,0.492537,67,33,8,0
sweep,gated,sensitive,ABCD,150,0.7,scanner_blank_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.000131,0.989442,8,0.837037,135,113,8,3
sweep,gated,sensitive,ABCD,150,0.7,whole_section,8,8,0,5,0,0,3,0,0.625,0.625,,,0.070393,0.882744,8,0.819149,188,154,8,4
sweep,gated,sensitive,ABCD,150,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.28196,0.28196,8,,0,0,8,0
sweep,gated,sensitive,ABCD,150,0.85,row_skip_1,8,8,0,5,1,0,2,0,0.625,0.75,,,0.000593,0.982904,8,0.954373,263,251,8,3
sweep,gated,sensitive,ABCD,150,0.85,double_shift,8,8,0,4,0,0,4,0,0.5,0.5,,,0.0,1.0,8,0.601307,459,276,8,0
sweep,gated,sensitive,ABCD,150,0.85,self_corrected,8,8,0,5,0,0,3,0,0.625,0.625,,,0.043945,0.835111,8,0.712329,73,52,8,0
sweep,gated,sensitive,ABCD,150,0.85,scanner_blank_1,8,8,0,5,0,0,3,0,0.625,0.625,,,5.2e-05,0.994958,8,0.847518,282,239,8,2
sweep,gated,sensitive,ABCD,150,0.85,whole_section,8,8,0,6,0,0,2,0,0.75,0.75,,,0.001199,0.976712,8,0.883117,231,204,8,4
sweep,gated,sensitive,ABCDE,46,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,sensitive,ABCDE,46,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,36,0,8,4
sweep,gated,sensitive,ABCDE,46,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,78,0,8,9
sweep,gated,sensitive,ABCDE,46,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,69,0,8,0
sweep,gated,sensitive,ABCDE,46,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,67,0,8,0
sweep,gated,sensitive,ABCDE,46,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,37,0,8,1
sweep,gated,sensitive,ABCDE,46,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,sensitive,ABCDE,46,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,33,0,8,0
sweep,gated,sensitive,ABCDE,46,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,94,0,8,0
sweep,gated,sensitive,ABCDE,46,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,55,0,8,6
sweep,gated,sensitive,ABCDE,46,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,48,0,8,0
sweep,gated,sensitive,ABCDE,46,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,72,0,8,0
sweep,gated,sensitive,ABCDE,46,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,sensitive,ABCDE,46,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,92,0,8,0
sweep,gated,sensitive,ABCDE,46,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,104,0,8,0
sweep,gated,sensitive,ABCDE,46,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,58,0,8,0
sweep,gated,sensitive,ABCDE,46,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,135,0,8,0
sweep,gated,sensitive,ABCDE,46,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,90,0,8,0
sweep,gated,sensitive,ABCDE,100,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,sensitive,ABCDE,100,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,117,0,8,0
sweep,gated,sensitive,ABCDE,100,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,193,0,8,0
sweep,gated,sensitive,ABCDE,100,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,45,0,8,5
sweep,gated,sensitive,ABCDE,100,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,148,0,8,0
sweep,gated,sensitive,ABCDE,100,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,107,0,8,0
sweep,gated,sensitive,ABCDE,100,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,sensitive,ABCDE,100,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,149,0,8,3
sweep,gated,sensitive,ABCDE,100,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,246,0,8,2
sweep,gated,sensitive,ABCDE,100,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,75,0,8,0
sweep,gated,sensitive,ABCDE,100,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,109,0,8,3
sweep,gated,sensitive,ABCDE,100,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,93,0,8,0
sweep,gated,sensitive,ABCDE,100,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,sensitive,ABCDE,100,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,134,0,8,0
sweep,gated,sensitive,ABCDE,100,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,245,0,8,1
sweep,gated,sensitive,ABCDE,100,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,59,0,8,2
sweep,gated,sensitive,ABCDE,100,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,139,0,8,0
sweep,gated,sensitive,ABCDE,100,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,143,0,8,0
sweep,gated,sensitive,ABCDE,150,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,sensitive,ABCDE,150,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,226,0,8,3
sweep,gated,sensitive,ABCDE,150,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,217,0,8,0
sweep,gated,sensitive,ABCDE,150,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,47,0,8,2
sweep,gated,sensitive,ABCDE,150,0.55,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,169,0,8,9
sweep,gated,sensitive,ABCDE,150,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,173,0,8,0
sweep,gated,sensitive,ABCDE,150,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,sensitive,ABCDE,150,0.7,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,246,0,8,0
sweep,gated,sensitive,ABCDE,150,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,283,0,8,0
sweep,gated,sensitive,ABCDE,150,0.7,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,33,0,8,1
sweep,gated,sensitive,ABCDE,150,0.7,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,318,0,8,0
sweep,gated,sensitive,ABCDE,150,0.7,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,185,0,8,2
sweep,gated,sensitive,ABCDE,150,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,,,0,,0,0,8,0
sweep,gated,sensitive,ABCDE,150,0.85,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,408,0,8,2
sweep,gated,sensitive,ABCDE,150,0.85,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,264,0,8,12
sweep,gated,sensitive,ABCDE,150,0.85,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,62,0,8,0
sweep,gated,sensitive,ABCDE,150,0.85,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,337,0,8,0
sweep,gated,sensitive,ABCDE,150,0.85,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,,,0,0.0,305,0,8,0
